Year,Table,County,Method of Delivery,Count,Percent
2014,14,New York State,Cesarean Deliveries,79394,33.88
2014,14,New York City,Cesarean Deliveries,38339,32.84
2014,14,Bronx,Cesarean Deliveries,7014,33.01
2014,14,Kings,Cesarean Deliveries,12690,30.46
2014,14,New York,Cesarean Deliveries,6021,32.98
2014,14,Queens,Cesarean Deliveries,10692,35.28
2014,14,Richmond,Cesarean Deliveries,1922,36.40
2014,14,Rest of State,Cesarean Deliveries,41055,34.92
2014,14,Albany,Cesarean Deliveries,1004,31.74
2014,14,Allegany,Cesarean Deliveries,136,27.70
2014,14,Broome,Cesarean Deliveries,738,35.03
2014,14,Cattaraugus,Cesarean Deliveries,282,33.69
2014,14,Cayuga,Cesarean Deliveries,217,28.00
2014,14,Chautauqua,Cesarean Deliveries,534,36.75
2014,14,Chemung,Cesarean Deliveries,290,29.80
2014,14,Chenango,Cesarean Deliveries,181,33.09
2014,14,Clinton,Cesarean Deliveries,260,34.57
2014,14,Columbia,Cesarean Deliveries,153,31.81
2014,14,Cortland,Cesarean Deliveries,147,31.55
2014,14,Delaware,Cesarean Deliveries,120,29.78
2014,14,Dutchess,Cesarean Deliveries,946,37.16
2014,14,Erie,Cesarean Deliveries,3414,33.80
2014,14,Essex,Cesarean Deliveries,104,35.49
2014,14,Franklin,Cesarean Deliveries,175,40.51
2014,14,Fulton,Cesarean Deliveries,192,35.82
2014,14,Genesee,Cesarean Deliveries,212,34.14
2014,14,Greene,Cesarean Deliveries,129,32.41
2014,14,Hamilton,Cesarean Deliveries,13,44.83
2014,14,Herkimer,Cesarean Deliveries,237,36.35
2014,14,Jefferson,Cesarean Deliveries,513,24.87
2014,14,Lewis,Cesarean Deliveries,94,27.65
2014,14,Livingston,Cesarean Deliveries,166,31.80
2014,14,Madison,Cesarean Deliveries,201,31.96
2014,14,Monroe,Cesarean Deliveries,2496,29.77
2014,14,Montgomery,Cesarean Deliveries,203,32.95
2014,14,Nassau,Cesarean Deliveries,5522,38.56
2014,14,Niagara,Cesarean Deliveries,939,43.39
2014,14,Oneida,Cesarean Deliveries,867,34.90
2014,14,Onondaga,Cesarean Deliveries,1649,31.17
2014,14,Ontario,Cesarean Deliveries,248,22.96
2014,14,Orange,Cesarean Deliveries,1380,30.41
2014,14,Orleans,Cesarean Deliveries,137,32.85
2014,14,Oswego,Cesarean Deliveries,386,30.78
2014,14,Otsego,Cesarean Deliveries,170,32.02
2014,14,Putnam,Cesarean Deliveries,336,43.81
2014,14,Rensselaer,Cesarean Deliveries,526,31.96
2014,14,Rockland,Cesarean Deliveries,1082,25.02
2014,14,St Lawrence,Cesarean Deliveries,428,40.38
2014,14,Saratoga,Cesarean Deliveries,720,32.21
2014,14,Schenectady,Cesarean Deliveries,552,30.36
2014,14,Schoharie,Cesarean Deliveries,80,31.01
2014,14,Schuyler,Cesarean Deliveries,49,29.34
2014,14,Seneca,Cesarean Deliveries,93,23.97
2014,14,Steuben,Cesarean Deliveries,374,35.96
2014,14,Suffolk,Cesarean Deliveries,6754,43.43
2014,14,Sullivan,Cesarean Deliveries,265,34.15
2014,14,Tioga,Cesarean Deliveries,167,32.24
2014,14,Tompkins,Cesarean Deliveries,223,26.11
2014,14,Ulster,Cesarean Deliveries,534,35.15
2014,14,Warren,Cesarean Deliveries,193,34.10
2014,14,Washington,Cesarean Deliveries,174,29.90
2014,14,Wayne,Cesarean Deliveries,284,29.31
2014,14,Westchester,Cesarean Deliveries,3605,39.25
2014,14,Wyoming,Cesarean Deliveries,111,28.61
2014,14,Yates,Cesarean Deliveries,50,17.73
2014,14,New York State,Primary C-Sections,44964,19.19
2014,14,New York City,Primary C-Sections,23112,19.79
2014,14,Bronx,Primary C-Sections,4041,19.02
2014,14,Kings,Primary C-Sections,7916,19.00
2014,14,New York,Primary C-Sections,4071,22.30
2014,14,Queens,Primary C-Sections,6124,20.21
2014,14,Richmond,Primary C-Sections,960,18.18
2014,14,Rest of State,Primary C-Sections,21852,18.58
2014,14,Albany,Primary C-Sections,565,17.86
2014,14,Allegany,Primary C-Sections,72,14.66
2014,14,Broome,Primary C-Sections,357,16.94
2014,14,Cattaraugus,Primary C-Sections,153,18.28
2014,14,Cayuga,Primary C-Sections,107,13.81
2014,14,Chautauqua,Primary C-Sections,272,18.72
2014,14,Chemung,Primary C-Sections,163,16.75
2014,14,Chenango,Primary C-Sections,91,16.64
2014,14,Clinton,Primary C-Sections,145,19.28
2014,14,Columbia,Primary C-Sections,94,19.54
2014,14,Cortland,Primary C-Sections,74,15.88
2014,14,Delaware,Primary C-Sections,63,15.63
2014,14,Dutchess,Primary C-Sections,532,20.90
2014,14,Erie,Primary C-Sections,1806,17.88
2014,14,Essex,Primary C-Sections,55,18.77
2014,14,Franklin,Primary C-Sections,98,22.69
2014,14,Fulton,Primary C-Sections,87,16.23
2014,14,Genesee,Primary C-Sections,121,19.48
2014,14,Greene,Primary C-Sections,74,18.59
2014,14,Hamilton,Primary C-Sections,12,41.38
2014,14,Herkimer,Primary C-Sections,128,19.63
2014,14,Jefferson,Primary C-Sections,265,12.85
2014,14,Lewis,Primary C-Sections,38,11.18
2014,14,Livingston,Primary C-Sections,83,15.90
2014,14,Madison,Primary C-Sections,109,17.33
2014,14,Monroe,Primary C-Sections,1386,16.53
2014,14,Montgomery,Primary C-Sections,109,17.69
2014,14,Nassau,Primary C-Sections,2950,20.60
2014,14,Niagara,Primary C-Sections,480,22.18
2014,14,Oneida,Primary C-Sections,441,17.75
2014,14,Onondaga,Primary C-Sections,851,16.08
2014,14,Ontario,Primary C-Sections,125,11.57
2014,14,Orange,Primary C-Sections,709,15.62
2014,14,Orleans,Primary C-Sections,70,16.79
2014,14,Oswego,Primary C-Sections,189,15.07
2014,14,Otsego,Primary C-Sections,108,20.34
2014,14,Putnam,Primary C-Sections,188,24.51
2014,14,Rensselaer,Primary C-Sections,311,18.89
2014,14,Rockland,Primary C-Sections,600,13.88
2014,14,St Lawrence,Primary C-Sections,222,20.94
2014,14,Saratoga,Primary C-Sections,397,17.76
2014,14,Schenectady,Primary C-Sections,294,16.17
2014,14,Schoharie,Primary C-Sections,52,20.16
2014,14,Schuyler,Primary C-Sections,28,16.77
2014,14,Seneca,Primary C-Sections,54,13.92
2014,14,Steuben,Primary C-Sections,183,17.60
2014,14,Suffolk,Primary C-Sections,3561,22.90
2014,14,Sullivan,Primary C-Sections,147,18.94
2014,14,Tioga,Primary C-Sections,83,16.02
2014,14,Tompkins,Primary C-Sections,126,14.75
2014,14,Ulster,Primary C-Sections,286,18.83
2014,14,Warren,Primary C-Sections,97,17.14
2014,14,Washington,Primary C-Sections,97,16.67
2014,14,Wayne,Primary C-Sections,136,14.04
2014,14,Westchester,Primary C-Sections,1923,20.94
2014,14,Wyoming,Primary C-Sections,63,16.24
2014,14,Yates,Primary C-Sections,22,7.80
2014,14,New York State,Repeat C-Sections,34430,14.69
2014,14,New York City,Repeat C-Sections,15227,13.04
2014,14,Bronx,Repeat C-Sections,2973,13.99
2014,14,Kings,Repeat C-Sections,4774,11.46
2014,14,New York,Repeat C-Sections,1950,10.68
2014,14,Queens,Repeat C-Sections,4568,15.07
2014,14,Richmond,Repeat C-Sections,962,18.22
2014,14,Rest of State,Repeat C-Sections,19203,16.33
2014,14,Albany,Repeat C-Sections,439,13.88
2014,14,Allegany,Repeat C-Sections,64,13.03
2014,14,Broome,Repeat C-Sections,381,18.08
2014,14,Cattaraugus,Repeat C-Sections,129,15.41
2014,14,Cayuga,Repeat C-Sections,110,14.19
2014,14,Chautauqua,Repeat C-Sections,262,18.03
2014,14,Chemung,Repeat C-Sections,127,13.05
2014,14,Chenango,Repeat C-Sections,90,16.45
2014,14,Clinton,Repeat C-Sections,115,15.29
2014,14,Columbia,Repeat C-Sections,59,12.27
2014,14,Cortland,Repeat C-Sections,73,15.67
2014,14,Delaware,Repeat C-Sections,57,14.14
2014,14,Dutchess,Repeat C-Sections,414,16.26
2014,14,Erie,Repeat C-Sections,1608,15.92
2014,14,Essex,Repeat C-Sections,49,16.72
2014,14,Franklin,Repeat C-Sections,77,17.82
2014,14,Fulton,Repeat C-Sections,105,19.59
2014,14,Genesee,Repeat C-Sections,91,14.65
2014,14,Greene,Repeat C-Sections,55,13.82
2014,14,Hamilton,Repeat C-Sections,1,3.45
2014,14,Herkimer,Repeat C-Sections,109,16.72
2014,14,Jefferson,Repeat C-Sections,248,12.02
2014,14,Lewis,Repeat C-Sections,56,16.47
2014,14,Livingston,Repeat C-Sections,83,15.90
2014,14,Madison,Repeat C-Sections,92,14.63
2014,14,Monroe,Repeat C-Sections,1110,13.24
2014,14,Montgomery,Repeat C-Sections,94,15.26
2014,14,Nassau,Repeat C-Sections,2572,17.96
2014,14,Niagara,Repeat C-Sections,459,21.21
2014,14,Oneida,Repeat C-Sections,426,17.15
2014,14,Onondaga,Repeat C-Sections,798,15.08
2014,14,Ontario,Repeat C-Sections,123,11.39
2014,14,Orange,Repeat C-Sections,671,14.79
2014,14,Orleans,Repeat C-Sections,67,16.07
2014,14,Oswego,Repeat C-Sections,197,15.71
2014,14,Otsego,Repeat C-Sections,62,11.68
2014,14,Putnam,Repeat C-Sections,148,19.30
2014,14,Rensselaer,Repeat C-Sections,215,13.06
2014,14,Rockland,Repeat C-Sections,482,11.15
2014,14,St Lawrence,Repeat C-Sections,206,19.43
2014,14,Saratoga,Repeat C-Sections,323,14.45
2014,14,Schenectady,Repeat C-Sections,258,14.19
2014,14,Schoharie,Repeat C-Sections,28,10.85
2014,14,Schuyler,Repeat C-Sections,21,12.57
2014,14,Seneca,Repeat C-Sections,39,10.05
2014,14,Steuben,Repeat C-Sections,191,18.37
2014,14,Suffolk,Repeat C-Sections,3193,20.53
2014,14,Sullivan,Repeat C-Sections,118,15.21
2014,14,Tioga,Repeat C-Sections,84,16.22
2014,14,Tompkins,Repeat C-Sections,97,11.36
2014,14,Ulster,Repeat C-Sections,248,16.33
2014,14,Warren,Repeat C-Sections,96,16.96
2014,14,Washington,Repeat C-Sections,77,13.23
2014,14,Wayne,Repeat C-Sections,148,15.27
2014,14,Westchester,Repeat C-Sections,1682,18.31
2014,14,Wyoming,Repeat C-Sections,48,12.37
2014,14,Yates,Repeat C-Sections,28,9.93
2014,14,New York State,Vaginal After C-Section,4979,12.63
2014,14,New York City,Vaginal After C-Section,2596,14.57
2014,14,Bronx,Vaginal After C-Section,551,15.64
2014,14,Kings,Vaginal After C-Section,1095,18.66
2014,14,New York,Vaginal After C-Section,314,13.87
2014,14,Queens,Vaginal After C-Section,565,11.01
2014,14,Richmond,Vaginal After C-Section,71,6.87
2014,14,Rest of State,Vaginal After C-Section,2383,11.04
2014,14,Albany,Vaginal After C-Section,84,16.06
2014,14,Allegany,Vaginal After C-Section,7,9.86
2014,14,Broome,Vaginal After C-Section,29,7.07
2014,14,Cattaraugus,Vaginal After C-Section,9,6.52
2014,14,Cayuga,Vaginal After C-Section,8,6.78
2014,14,Chautauqua,Vaginal After C-Section,14,5.07
2014,14,Chemung,Vaginal After C-Section,15,10.56
2014,14,Chenango,Vaginal After C-Section,5,5.26
2014,14,Clinton,Vaginal After C-Section,13,10.16
2014,14,Columbia,Vaginal After C-Section,12,16.90
2014,14,Cortland,Vaginal After C-Section,3,3.95
2014,14,Delaware,Vaginal After C-Section,4,6.56
2014,14,Dutchess,Vaginal After C-Section,78,15.85
2014,14,Erie,Vaginal After C-Section,253,13.59
2014,14,Essex,Vaginal After C-Section,1,2.00
2014,14,Franklin,Vaginal After C-Section,10,11.49
2014,14,Fulton,Vaginal After C-Section,2,1.87
2014,14,Genesee,Vaginal After C-Section,12,11.65
2014,14,Greene,Vaginal After C-Section,7,11.29
2014,14,Hamilton,Vaginal After C-Section,1,50.00
2014,14,Herkimer,Vaginal After C-Section,10,8.40
2014,14,Jefferson,Vaginal After C-Section,59,19.22
2014,14,Lewis,Vaginal After C-Section,6,9.68
2014,14,Livingston,Vaginal After C-Section,12,12.63
2014,14,Madison,Vaginal After C-Section,7,7.07
2014,14,Monroe,Vaginal After C-Section,258,18.86
2014,14,Montgomery,Vaginal After C-Section,9,8.74
2014,14,Nassau,Vaginal After C-Section,246,8.73
2014,14,Niagara,Vaginal After C-Section,36,7.27
2014,14,Oneida,Vaginal After C-Section,32,6.99
2014,14,Onondaga,Vaginal After C-Section,104,11.53
2014,14,Ontario,Vaginal After C-Section,29,19.08
2014,14,Orange,Vaginal After C-Section,164,19.64
2014,14,Orleans,Vaginal After C-Section,8,10.67
2014,14,Oswego,Vaginal After C-Section,18,8.37
2014,14,Otsego,Vaginal After C-Section,4,6.06
2014,14,Putnam,Vaginal After C-Section,8,5.13
2014,14,Rensselaer,Vaginal After C-Section,39,15.35
2014,14,Rockland,Vaginal After C-Section,194,28.70
2014,14,St Lawrence,Vaginal After C-Section,12,5.50
2014,14,Saratoga,Vaginal After C-Section,51,13.64
2014,14,Schenectady,Vaginal After C-Section,36,12.24
2014,14,Schoharie,Vaginal After C-Section,6,17.65
2014,14,Schuyler,Vaginal After C-Section,4,16.00
2014,14,Seneca,Vaginal After C-Section,14,26.42
2014,14,Steuben,Vaginal After C-Section,14,6.83
2014,14,Suffolk,Vaginal After C-Section,174,5.17
2014,14,Sullivan,Vaginal After C-Section,7,5.60
2014,14,Tioga,Vaginal After C-Section,12,12.50
2014,14,Tompkins,Vaginal After C-Section,17,14.91
2014,14,Ulster,Vaginal After C-Section,36,12.68
2014,14,Warren,Vaginal After C-Section,6,5.88
2014,14,Washington,Vaginal After C-Section,2,2.53
2014,14,Wayne,Vaginal After C-Section,17,10.30
2014,14,Westchester,Vaginal After C-Section,147,8.04
2014,14,Wyoming,Vaginal After C-Section,6,11.11
2014,14,Yates,Vaginal After C-Section,12,30.00
2015,14,New York State,Vaginal Deliveries,154463,
2015,14,New York State,Not Stated,2509,
2015,14,New York State,Total Births,235964,
2015,14,New York City,Total Births,116040,
2015,14,New York City,Vaginal Deliveries,77893,
2015,14,New York City,Not Stated,8,
2015,14,Bronx,Total Births,21130,
2015,14,Bronx,Not Stated,1,
2015,14,Bronx,Vaginal Deliveries,13919,
2015,14,Kings,Vaginal Deliveries,28922,
2015,14,Kings,Total Births,41514,
2015,14,Kings,Not Stated,3,
2015,14,New York,Not Stated,1,
2015,14,New York,Vaginal Deliveries,11910,
2015,14,New York,Total Births,17775,
2015,14,Queens,Vaginal Deliveries,19768,
2015,14,Queens,Not Stated,3,
2015,14,Queens,Total Births,30335,
2015,14,Richmond,Not Stated,0,
2015,14,Richmond,Total Births,5286,
2015,14,Richmond,Vaginal Deliveries,3374,
2015,14,Rest of State,Not Stated,2501,
2015,14,Rest of State,Total Births,119924,
2015,14,Rest of State,Vaginal Deliveries,76570,
2015,14,Albany,Not Stated,5,
2015,14,Albany,Vaginal Deliveries,2125,
2015,14,Albany,Total Births,3161,
2015,14,Allegany,Total Births,496,
2015,14,Allegany,Not Stated,41,
2015,14,Allegany,Vaginal Deliveries,331,
2015,14,Broome,Not Stated,4,
2015,14,Broome,Vaginal Deliveries,1287,
2015,14,Broome,Total Births,1972,
2015,14,Cattaraugus,Vaginal Deliveries,550,
2015,14,Cattaraugus,Total Births,880,
2015,14,Cattaraugus,Not Stated,84,
2015,14,Cayuga,Vaginal Deliveries,510,
2015,14,Cayuga,Not Stated,0,
2015,14,Cayuga,Total Births,716,
2015,14,Chautauqua,Vaginal Deliveries,926,
2015,14,Chautauqua,Not Stated,26,
2015,14,Chautauqua,Total Births,1439,
2015,14,Chemung,Total Births,982,
2015,14,Chemung,Not Stated,0,
2015,14,Chemung,Vaginal Deliveries,685,
2015,14,Chenango,Vaginal Deliveries,352,
2015,14,Chenango,Total Births,492,
2015,14,Chenango,Not Stated,3,
2015,14,Clinton,Not Stated,3,
2015,14,Clinton,Vaginal Deliveries,503,
2015,14,Clinton,Total Births,768,
2015,14,Columbia,Vaginal Deliveries,336,
2015,14,Columbia,Not Stated,13,
2015,14,Columbia,Total Births,523,
2015,14,Cortland,Vaginal Deliveries,304,
2015,14,Cortland,Not Stated,11,
2015,14,Cortland,Total Births,464,
2015,14,Delaware,Not Stated,2,
2015,14,Delaware,Total Births,354,
2015,14,Delaware,Vaginal Deliveries,228,
2015,14,Dutchess,Vaginal Deliveries,1596,
2015,14,Dutchess,Not Stated,133,
2015,14,Dutchess,Total Births,2606,
2015,14,Erie,Total Births,10162,
2015,14,Erie,Not Stated,7,
2015,14,Erie,Vaginal Deliveries,6666,
2015,14,Essex,Not Stated,2,
2015,14,Essex,Total Births,336,
2015,14,Essex,Vaginal Deliveries,231,
2015,14,Franklin,Not Stated,5,
2015,14,Franklin,Total Births,491,
2015,14,Franklin,Vaginal Deliveries,279,
2015,14,Fulton,Vaginal Deliveries,330,
2015,14,Fulton,Total Births,522,
2015,14,Fulton,Not Stated,0,
2015,14,Genesee,Not Stated,0,
2015,14,Genesee,Vaginal Deliveries,385,
2015,14,Genesee,Total Births,565,
2015,14,Greene,Vaginal Deliveries,263,
2015,14,Greene,Total Births,378,
2015,14,Greene,Not Stated,0,
2015,14,Hamilton,Not Stated,0,
2015,14,Hamilton,Vaginal Deliveries,18,
2015,14,Hamilton,Total Births,31,
2015,14,Herkimer,Total Births,608,
2015,14,Herkimer,Vaginal Deliveries,389,
2015,14,Herkimer,Not Stated,5,
2015,14,Jefferson,Total Births,2088,
2015,14,Jefferson,Vaginal Deliveries,1571,
2015,14,Jefferson,Not Stated,16,
2015,14,Lewis,Total Births,324,
2015,14,Lewis,Not Stated,5,
2015,14,Lewis,Vaginal Deliveries,222,
2015,14,Livingston,Vaginal Deliveries,353,
2015,14,Livingston,Total Births,515,
2015,14,Livingston,Not Stated,4,
2015,14,Madison,Total Births,652,
2015,14,Madison,Vaginal Deliveries,451,
2015,14,Madison,Not Stated,9,
2015,14,Monroe,Vaginal Deliveries,5805,
2015,14,Monroe,Not Stated,8,
2015,14,Monroe,Total Births,8174,
2015,14,Montgomery,Not Stated,4,
2015,14,Montgomery,Vaginal Deliveries,435,
2015,14,Montgomery,Total Births,643,
2015,14,Nassau,Vaginal Deliveries,8800,
2015,14,Nassau,Not Stated,13,
2015,14,Nassau,Total Births,14272,
2015,14,Niagara,Vaginal Deliveries,1292,
2015,14,Niagara,Not Stated,1,
2015,14,Niagara,Total Births,2149,
2015,14,Oneida,Vaginal Deliveries,1613,
2015,14,Oneida,Not Stated,10,
2015,14,Oneida,Total Births,2514,
2015,14,Onondaga,Not Stated,1,
2015,14,Onondaga,Vaginal Deliveries,3594,
2015,14,Onondaga,Total Births,5259,
2015,14,Ontario,Not Stated,1,
2015,14,Ontario,Total Births,1032,
2015,14,Ontario,Vaginal Deliveries,758,
2015,14,Orange,Vaginal Deliveries,3349,
2015,14,Orange,Total Births,4792,
2015,14,Orange,Not Stated,79,
2015,14,Orleans,Vaginal Deliveries,304,
2015,14,Orleans,Not Stated,0,
2015,14,Orleans,Total Births,451,
2015,14,Oswego,Vaginal Deliveries,787,
2015,14,Oswego,Total Births,1199,
2015,14,Oswego,Not Stated,12,
2015,14,Otsego,Vaginal Deliveries,367,
2015,14,Otsego,Not Stated,7,
2015,14,Otsego,Total Births,530,
2015,14,Putnam,Vaginal Deliveries,454,
2015,14,Putnam,Not Stated,37,
2015,14,Putnam,Total Births,813,
2015,14,Rensselaer,Vaginal Deliveries,1081,
2015,14,Rensselaer,Not Stated,5,
2015,14,Rensselaer,Total Births,1617,
2015,14,Rockland,Vaginal Deliveries,3652,
2015,14,Rockland,Not Stated,274,
2015,14,Rockland,Total Births,5113,
2015,14,St Lawrence,Not Stated,82,
2015,14,St Lawrence,Total Births,1181,
2015,14,St Lawrence,Vaginal Deliveries,659,
2015,14,Saratoga,Not Stated,2,
2015,14,Saratoga,Total Births,2174,
2015,14,Saratoga,Vaginal Deliveries,1457,
2015,14,Schenectady,Not Stated,1,
2015,14,Schenectady,Total Births,1766,
2015,14,Schenectady,Vaginal Deliveries,1185,
2015,14,Schoharie,Vaginal Deliveries,163,
2015,14,Schoharie,Total Births,234,
2015,14,Schoharie,Not Stated,0,
2015,14,Schuyler,Not Stated,0,
2015,14,Schuyler,Total Births,180,
2015,14,Schuyler,Vaginal Deliveries,138,
2015,14,Seneca,Total Births,367,
2015,14,Seneca,Vaginal Deliveries,272,
2015,14,Seneca,Not Stated,6,
2015,14,Steuben,Not Stated,55,
2015,14,Steuben,Total Births,1069,
2015,14,Steuben,Vaginal Deliveries,666,
2015,14,Suffolk,Not Stated,15,
2015,14,Suffolk,Vaginal Deliveries,8963,
2015,14,Suffolk,Total Births,15808,
2015,14,Sullivan,Not Stated,0,
2015,14,Sullivan,Total Births,792,
2015,14,Sullivan,Vaginal Deliveries,496,
2015,14,Tioga,Vaginal Deliveries,319,
2015,14,Tioga,Not Stated,1,
2015,14,Tioga,Total Births,465,
2015,14,Tompkins,Vaginal Deliveries,573,
2015,14,Tompkins,Not Stated,1,
2015,14,Tompkins,Total Births,812,
2015,14,Ulster,Total Births,1573,
2015,14,Ulster,Not Stated,4,
2015,14,Ulster,Vaginal Deliveries,985,
2015,14,Warren,Vaginal Deliveries,360,
2015,14,Warren,Not Stated,0,
2015,14,Warren,Total Births,540,
2015,14,Washington,Vaginal Deliveries,387,
2015,14,Washington,Not Stated,3,
2015,14,Washington,Total Births,584,
2015,14,Wayne,Vaginal Deliveries,689,
2015,14,Wayne,Not Stated,1,
2015,14,Wayne,Total Births,968,
2015,14,Westchester,Not Stated,1492,
2015,14,Westchester,Vaginal Deliveries,5565,
2015,14,Westchester,Total Births,10639,
2015,14,Wyoming,Vaginal Deliveries,251,
2015,14,Wyoming,Not Stated,4,
2015,14,Wyoming,Total Births,368,
2015,14,Yates,Total Births,321,
2015,14,Yates,Vaginal Deliveries,260,
2015,14,Yates,Not Stated,4,
2015,14,New York State,Cesarean Deliveries,78992,33.80
2015,14,New York City,Cesarean Deliveries,38139,32.90
2015,14,Bronx,Cesarean Deliveries,7210,34.10
2015,14,Kings,Cesarean Deliveries,12589,30.30
2015,14,New York,Cesarean Deliveries,5864,33.00
2015,14,Queens,Cesarean Deliveries,10564,34.80
2015,14,Richmond,Cesarean Deliveries,1912,36.20
2015,14,Rest of State,Cesarean Deliveries,40853,34.80
2015,14,Albany,Cesarean Deliveries,1031,32.70
2015,14,Allegany,Cesarean Deliveries,124,27.30
2015,14,Broome,Cesarean Deliveries,681,34.60
2015,14,Cattaraugus,Cesarean Deliveries,246,30.90
2015,14,Cayuga,Cesarean Deliveries,206,28.80
2015,14,Chautauqua,Cesarean Deliveries,487,34.50
2015,14,Chemung,Cesarean Deliveries,297,30.20
2015,14,Chenango,Cesarean Deliveries,137,28.00
2015,14,Clinton,Cesarean Deliveries,262,34.20
2015,14,Columbia,Cesarean Deliveries,174,34.10
2015,14,Cortland,Cesarean Deliveries,149,32.90
2015,14,Delaware,Cesarean Deliveries,124,35.20
2015,14,Dutchess,Cesarean Deliveries,877,35.50
2015,14,Erie,Cesarean Deliveries,3489,34.40
2015,14,Essex,Cesarean Deliveries,103,30.80
2015,14,Franklin,Cesarean Deliveries,207,42.60
2015,14,Fulton,Cesarean Deliveries,192,36.80
2015,14,Genesee,Cesarean Deliveries,180,31.90
2015,14,Greene,Cesarean Deliveries,115,30.40
2015,14,Hamilton,Cesarean Deliveries,13,41.90
2015,14,Herkimer,Cesarean Deliveries,214,35.50
2015,14,Jefferson,Cesarean Deliveries,501,24.20
2015,14,Lewis,Cesarean Deliveries,97,30.40
2015,14,Livingston,Cesarean Deliveries,158,30.90
2015,14,Madison,Cesarean Deliveries,192,29.90
2015,14,Monroe,Cesarean Deliveries,2361,28.90
2015,14,Montgomery,Cesarean Deliveries,204,31.90
2015,14,Nassau,Cesarean Deliveries,5459,38.30
2015,14,Niagara,Cesarean Deliveries,856,39.90
2015,14,Oneida,Cesarean Deliveries,891,35.60
2015,14,Onondaga,Cesarean Deliveries,1664,31.60
2015,14,Ontario,Cesarean Deliveries,273,26.50
2015,14,Orange,Cesarean Deliveries,1364,28.90
2015,14,Orleans,Cesarean Deliveries,147,32.60
2015,14,Oswego,Cesarean Deliveries,400,33.70
2015,14,Otsego,Cesarean Deliveries,156,29.80
2015,14,Putnam,Cesarean Deliveries,322,41.50
2015,14,Rensselaer,Cesarean Deliveries,531,32.90
2015,14,Rockland,Cesarean Deliveries,1187,24.50
2015,14,St Lawrence,Cesarean Deliveries,440,40.00
2015,14,Saratoga,Cesarean Deliveries,715,32.90
2015,14,Schenectady,Cesarean Deliveries,580,32.90
2015,14,Schoharie,Cesarean Deliveries,71,30.30
2015,14,Schuyler,Cesarean Deliveries,42,23.30
2015,14,Seneca,Cesarean Deliveries,89,24.70
2015,14,Steuben,Cesarean Deliveries,348,34.30
2015,14,Suffolk,Cesarean Deliveries,6830,43.20
2015,14,Sullivan,Cesarean Deliveries,296,37.40
2015,14,Tioga,Cesarean Deliveries,145,31.30
2015,14,Tompkins,Cesarean Deliveries,238,29.30
2015,14,Ulster,Cesarean Deliveries,584,37.20
2015,14,Warren,Cesarean Deliveries,180,33.30
2015,14,Washington,Cesarean Deliveries,194,33.40
2015,14,Wayne,Cesarean Deliveries,278,28.70
2015,14,Westchester,Cesarean Deliveries,3582,39.20
2015,14,Wyoming,Cesarean Deliveries,113,31.00
2015,14,Yates,Cesarean Deliveries,57,18.00
2015,14,New York State,Primary C-Sections,44363,19.00
2015,14,New York City,Primary C-Sections,22648,19.50
2015,14,Bronx,Primary C-Sections,3981,18.80
2015,14,Kings,Primary C-Sections,7628,18.40
2015,14,New York,Primary C-Sections,4043,22.70
2015,14,Queens,Primary C-Sections,6004,19.80
2015,14,Richmond,Primary C-Sections,992,18.80
2015,14,Rest of State,Primary C-Sections,21715,18.50
2015,14,Albany,Primary C-Sections,605,19.20
2015,14,Allegany,Primary C-Sections,56,12.30
2015,14,Broome,Primary C-Sections,318,16.20
2015,14,Cattaraugus,Primary C-Sections,116,14.60
2015,14,Cayuga,Primary C-Sections,118,16.50
2015,14,Chautauqua,Primary C-Sections,248,17.60
2015,14,Chemung,Primary C-Sections,165,16.80
2015,14,Chenango,Primary C-Sections,71,14.50
2015,14,Clinton,Primary C-Sections,149,19.50
2015,14,Columbia,Primary C-Sections,97,19.00
2015,14,Cortland,Primary C-Sections,68,15.00
2015,14,Delaware,Primary C-Sections,59,16.80
2015,14,Dutchess,Primary C-Sections,496,20.10
2015,14,Erie,Primary C-Sections,1903,18.70
2015,14,Essex,Primary C-Sections,58,17.40
2015,14,Franklin,Primary C-Sections,116,23.90
2015,14,Fulton,Primary C-Sections,102,19.50
2015,14,Genesee,Primary C-Sections,85,15.00
2015,14,Greene,Primary C-Sections,57,15.10
2015,14,Hamilton,Primary C-Sections,7,22.60
2015,14,Herkimer,Primary C-Sections,105,17.40
2015,14,Jefferson,Primary C-Sections,268,12.90
2015,14,Lewis,Primary C-Sections,53,16.60
2015,14,Livingston,Primary C-Sections,79,15.50
2015,14,Madison,Primary C-Sections,101,15.70
2015,14,Monroe,Primary C-Sections,1279,15.70
2015,14,Montgomery,Primary C-Sections,108,16.90
2015,14,Nassau,Primary C-Sections,2923,20.50
2015,14,Niagara,Primary C-Sections,430,20.00
2015,14,Oneida,Primary C-Sections,446,17.80
2015,14,Onondaga,Primary C-Sections,870,16.50
2015,14,Ontario,Primary C-Sections,140,13.60
2015,14,Orange,Primary C-Sections,717,15.20
2015,14,Orleans,Primary C-Sections,73,16.20
2015,14,Oswego,Primary C-Sections,205,17.30
2015,14,Otsego,Primary C-Sections,91,17.40
2015,14,Putnam,Primary C-Sections,168,21.60
2015,14,Rensselaer,Primary C-Sections,318,19.70
2015,14,Rockland,Primary C-Sections,645,13.30
2015,14,St Lawrence,Primary C-Sections,224,20.40
